Life expectancy at birth (period, 1x5) 	Last modified: 05 Aug 2025; Methods Protocol: v6 (2017) 

PopName    Year       Female    Male     Total
ISL      1855-1859     39.15    33.76    36.40
ISL      1860-1864     30.53    25.86    28.11
ISL      1865-1869     34.95    29.19    31.98
ISL      1870-1874     37.02    32.37    34.69
ISL      1875-1879     44.18    36.75    40.41
ISL      1880-1884     34.07    30.17    32.12
ISL      1885-1889     49.06    42.77    45.89
ISL      1890-1894     48.90    43.92    46.42
ISL      1895-1899     52.26    46.46    49.39
ISL      1900-1904     52.39    47.95    50.23
ISL      1905-1909     53.14    47.13    50.12
ISL      1910-1914     57.74    52.06    54.92
ISL      1915-1919     57.79    52.53    55.18
ISL      1920-1924     58.77    52.26    55.49
ISL      1925-1929     61.17    58.40    59.85
ISL      1930-1934     63.80    59.92    61.91
ISL      1935-1939     65.81    60.73    63.28
ISL      1940-1944     67.44    62.57    64.99
ISL      1945-1949     71.24    67.60    69.42
ISL      1950-1954     74.24    69.85    72.04
ISL      1955-1959     75.41    70.95    73.15
ISL      1960-1964     76.10    71.12    73.53
ISL      1965-1969     76.39    71.08    73.64
ISL      1970-1974     77.22    71.22    74.09
ISL      1975-1979     79.27    73.36    76.22
ISL      1980-1984     79.90    73.79    76.74
ISL      1985-1989     80.11    75.08    77.56
ISL      1990-1994     80.89    76.18    78.52
ISL      1995-1999     81.12    76.77    78.93
ISL      2000-2004     82.43    78.61    80.54
ISL      2005-2009     83.17    79.54    81.36
ISL      2010-2014     83.81    80.47    82.16
ISL      2015-2019     84.05    80.82    82.43
ISL      2020-2023     84.05    80.96    82.48
ISR      1983-1984     76.73    73.21    74.98
ISR      1985-1989     77.65    73.95    75.82
ISR      1990-1994     78.98    75.30    77.18
ISR      1995-1999     80.19    76.11    78.21
ISR      2000-2004     81.47    77.25    79.43
ISR      2005-2009     82.64    78.83    80.80
ISR      2010-2014     83.69    80.02    81.92
ISR      2015-2016     84.16    80.38    82.33
ITA      1872-1874     31.60    30.97    31.27
ITA      1875-1879     34.05    33.54    33.78
ITA      1880-1884     34.90    34.54    34.71
ITA      1885-1889     36.86    36.94    36.89
ITA      1890-1894     39.27    39.15    39.20
ITA      1895-1899     42.15    41.79    41.96
ITA      1900-1904     43.42    43.02    43.21
ITA      1905-1909     44.86    44.15    44.49
ITA      1910-1914     48.14    47.36    47.73
ITA      1915-1919     41.96    32.42    36.86
ITA      1920-1924     50.39    49.05    49.70
ITA      1925-1929     52.85    51.05    51.94
ITA      1930-1934     56.71    54.39    55.55
ITA      1935-1939     57.82    55.03    56.43
ITA      1940-1944     57.68    48.91    53.11
ITA      1945-1949     62.56    58.42    60.50
ITA      1950-1954     68.07    64.38    66.25
ITA      1955-1959     70.60    66.05    68.35
ITA      1960-1964     72.25    66.89    69.59
ITA      1965-1969     73.65    67.92    70.80
ITA      1970-1974     75.12    69.08    72.11
ITA      1975-1979     76.70    70.13    73.41
ITA      1980-1984     78.02    71.38    74.72
ITA      1985-1989     79.48    72.95    76.26
ITA      1990-1994     80.63    74.03    77.38
ITA      1995-1999     81.74    75.45    78.67
ITA      2000-2004     82.97    77.16    80.16
ITA      2005-2009     84.01    78.71    81.47
ITA      2010-2014     84.72    79.95    82.44
ITA      2015-2019     85.07    80.70    82.97
ITA      2020-2022     84.64    80.22    82.47
JPN      1947-1949     57.29    53.62    55.45
JPN      1950-1954     63.89    60.37    62.13
JPN      1955-1959     68.41    64.02    66.19
JPN      1960-1964     71.44    66.45    68.91
JPN      1965-1969     73.89    68.64    71.25
JPN      1970-1974     75.71    70.41    73.07
JPN      1975-1979     77.81    72.59    75.25
JPN      1980-1984     79.56    74.06    76.88
JPN      1985-1989     81.23    75.48    78.44
JPN      1990-1994     82.35    76.22    79.37
JPN      1995-1999     83.58    77.02    80.38
JPN      2000-2004     85.06    78.19    81.72
JPN      2005-2009     85.87    79.05    82.54
JPN      2010-2014     86.36    79.89    83.20
JPN      2015-2019     87.23    81.06    84.21
JPN      2020-2023     87.40    81.30    84.38
KOR      2003-2004     80.95    74.01    77.59
KOR      2005-2009     82.52    75.86    79.33
KOR      2010-2014     84.32    77.75    81.17
KOR      2015-2019     85.70    79.65    82.80
KOR      2020-2023     86.21    80.42    83.40
LTU      1960-1964     73.57    66.97    70.51
LTU      1965-1969     75.10    67.81    71.67
LTU      1970-1974     75.61    67.10    71.53
LTU      1975-1979     75.64    66.08    70.99
LTU      1980-1984     75.75    65.64    70.80
LTU      1985-1989     76.15    67.13    71.80
LTU      1990-1994     75.50    64.34    69.91
LTU      1995-1999     76.15    65.08    70.64
LTU      2000-2004     77.56    66.29    71.96
LTU      2005-2009     77.56    65.55    71.49
LTU      2010-2014     79.31    68.35    73.90
LTU      2015-2019     80.32    70.48    75.54
LTU      2020-2024     80.45    71.39    76.01
LUX      1960-1964     72.27    65.94    69.00
LUX      1965-1969     73.01    66.54    69.68
LUX      1970-1974     73.68    66.77    70.13
LUX      1975-1979     75.04    67.80    71.36
LUX      1980-1984     76.11    69.37    72.77
LUX      1985-1989     77.86    70.73    74.34
LUX      1990-1994     78.81    72.29    75.63
LUX      1995-1999     79.94    73.60    76.84
LUX      2000-2004     81.10    74.99    78.10
LUX      2005-2009     82.25    77.31    79.85
LUX      2010-2014     83.47    78.70    81.13
LUX      2015-2019     84.37    79.75    82.07
LUX      2020-2023     84.70    80.54    82.61
LVA      1960-1964     73.81    66.40    70.51
LVA      1965-1969     74.55    66.28    70.77
LVA      1970-1974     74.61    65.39    70.28
LVA      1975-1979     74.10    63.95    69.25
LVA      1980-1984     74.42    63.87    69.33
LVA      1985-1989     74.88    65.78    70.57
LVA      1990-1994     73.77    61.84    67.77
LVA      1995-1999     74.21    62.62    68.42
LVA      2000-2004     75.76    64.83    70.37
LVA      2005-2009     76.71    65.80    71.32
LVA      2010-2014     78.59    68.72    73.84
LVA      2015-2019     79.57    70.03    74.97
NLD      1850-1854     40.10    38.31    39.20
NLD      1855-1859     35.62    33.80    34.70
NLD      1860-1864     38.46    36.70    37.56
NLD      1865-1869     38.45    36.46    37.43
NLD      1870-1874     38.58    36.31    37.42
NLD      1875-1879     42.03    39.59    40.78
NLD      1880-1884     43.49    40.85    42.14
NLD      1885-1889     45.17    42.41    43.76
NLD      1890-1894     46.47    43.76    45.09
NLD      1895-1899     50.14    47.20    48.64
NLD      1900-1904     51.51    48.66    50.05
NLD      1905-1909     54.44    52.02    53.21
NLD      1910-1914     57.09    54.94    55.99
NLD      1915-1919     55.10    53.16    54.11
NLD      1920-1924     61.23    59.71    60.45
NLD      1925-1929     63.65    62.16    62.89
NLD      1930-1934     66.09    64.72    65.39
NLD      1935-1939     67.84    66.32    67.07
NLD      1940-1944     66.28    62.59    64.39
NLD      1945-1949     68.90    64.24    66.51
NLD      1950-1954     73.09    70.58    71.83
NLD      1955-1959     74.56    71.20    72.87
NLD      1960-1964     75.73    71.22    73.44
NLD      1965-1969     76.32    71.04    73.64
NLD      1970-1974     77.00    71.14    74.02
NLD      1975-1979     78.30    71.89    75.06
NLD      1980-1984     79.41    72.75    76.08
NLD      1985-1989     79.88    73.40    76.67
NLD      1990-1994     80.16    74.15    77.21
NLD      1995-1999     80.46    74.99    77.80
NLD      2000-2004     80.86    76.09    78.55
NLD      2005-2009     82.14    77.95    80.13
NLD      2010-2014     82.95    79.30    81.19
NLD      2015-2019     83.30    80.07    81.72
NLD      2020-2022     83.06    79.83    81.46
NOR      1846-1849     48.05    44.88    46.45
NOR      1850-1854     51.07    47.84    49.45
NOR      1855-1859     52.02    48.97    50.50
NOR      1860-1864     48.42    45.96    47.20
NOR      1865-1869     50.57    47.29    48.93
NOR      1870-1874     51.17    48.01    49.59
NOR      1875-1879     51.22    48.37    49.79
NOR      1880-1884     51.24    48.73    49.99
NOR      1885-1889     51.99    49.49    50.76
NOR      1890-1894     51.70    48.27    50.01
NOR      1895-1899     55.01    51.29    53.16
NOR      1900-1904     56.66    53.51    55.10
NOR      1905-1909     57.70    55.11    56.43
NOR      1910-1914     59.56    56.31    57.96
NOR      1915-1919     57.54    54.21    55.89
NOR      1920-1924     62.23    59.75    61.01
NOR      1925-1929     64.28    61.45    62.89
NOR      1930-1934     66.32    63.46    64.90
NOR      1935-1939     68.07    64.77    66.43
NOR      1940-1944     68.65    63.16    65.86
NOR      1945-1949     71.88    68.29    70.08
NOR      1950-1954     74.40    70.84    72.62
NOR      1955-1959     75.54    71.41    73.46
NOR      1960-1964     75.90    71.08    73.45
NOR      1965-1969     76.73    71.16    73.88
NOR      1970-1974     77.57    71.30    74.36
NOR      1975-1979     78.48    72.10    75.22
NOR      1980-1984     79.43    72.68    75.98
NOR      1985-1989     79.63    72.93    76.22
NOR      1990-1994     80.23    74.15    77.17
NOR      1995-1999     81.04    75.35    78.21
NOR      2000-2004     81.72    76.61    79.20
NOR      2005-2009     82.77    78.20    80.53
NOR      2010-2014     83.55    79.40    81.50
NOR      2015-2019     84.36    80.82    82.62
NOR      2020-2023     84.65    81.34    83.00
NZL_MA   1948-1949     51.64    52.06    51.84
NZL_MA   1950-1954     57.04    54.83    55.86
NZL_MA   1955-1959     59.84    58.10    58.95
NZL_MA   1960-1964     63.03    60.60    61.76
NZL_MA   1965-1969     64.95    61.31    62.96
NZL_MA   1970-1974     65.71    61.40    63.41
NZL_MA   1975-1979     68.09    63.56    65.68
NZL_MA   1980-1984     70.12    65.44    67.64
NZL_MA   1985-1989     72.67    67.85    70.19
NZL_MA   1990-1994     73.91    68.94    71.38
NZL_MA   1995-1999     72.57    67.56    70.04
NZL_MA   2000-2004     74.05    69.66    71.87
NZL_MA   2005-2008     75.75    71.55    73.68
NZL_NM   1901-1904     60.32    57.74    58.86
NZL_NM   1905-1909     61.95    59.32    60.47
NZL_NM   1910-1914     63.55    60.57    61.90
NZL_NM   1915-1919     62.79    58.61    60.57
NZL_NM   1920-1924     64.98    62.37    63.58
NZL_NM   1925-1929     66.59    63.81    65.10
NZL_NM   1930-1934     68.20    65.49    66.77
NZL_NM   1935-1939     68.67    65.54    67.03
NZL_NM   1940-1944     69.41    65.78    67.55
NZL_NM   1945-1949     71.39    67.69    69.47
NZL_NM   1950-1954     72.98    68.56    70.70
NZL_NM   1955-1959     74.10    69.00    71.46
NZL_NM   1960-1964     74.70    69.11    71.82
NZL_NM   1965-1969     75.00    68.75    71.77
NZL_NM   1970-1974     75.41    69.13    72.19
NZL_NM   1975-1979     76.37    69.71    72.95
NZL_NM   1980-1984     77.22    70.97    74.05
NZL_NM   1985-1989     77.64    71.51    74.55
NZL_NM   1990-1994     79.45    73.69    76.59
NZL_NM   1995-1999     80.72    75.57    78.18
NZL_NM   2000-2004     81.99    77.48    79.79
NZL_NM   2005-2008     82.91    78.92    80.96
NZL_NP   1948-1949     70.78    67.12    68.88
NZL_NP   1950-1954     71.95    67.55    69.67
NZL_NP   1955-1959     73.24    68.20    70.63
NZL_NP   1960-1964     74.06    68.51    71.19
NZL_NP   1965-1969     74.47    68.27    71.26
NZL_NP   1970-1974     74.90    68.64    71.68
NZL_NP   1975-1979     75.94    69.35    72.56
NZL_NP   1980-1984     76.84    70.63    73.69
NZL_NP   1985-1989     77.39    71.30    74.31
NZL_NP   1990-1994     79.08    73.35    76.23
NZL_NP   1995-1999     80.01    74.74    77.41
NZL_NP   2000-2004     81.19    76.59    78.94
NZL_NP   2005-2009     82.20    78.10    80.20
NZL_NP   2010-2014     83.03    79.34    81.22
NZL_NP   2015-2019     83.51    80.03    81.79
NZL_NP   2020-2021     84.24    80.70    82.48
POL      1958-1959     68.47    62.80    65.73
POL      1960-1964     71.00    65.05    68.13
POL      1965-1969     72.84    66.51    69.77
POL      1970-1974     73.65    66.67    70.23
POL      1975-1979     74.35    66.44    70.40
POL      1980-1984     74.75    66.57    70.65
POL      1985-1989     74.95    66.50    70.68
POL      1990-1994     75.56    66.61    71.01
POL      1995-1999     76.91    68.22    72.53
POL      2000-2004     78.63    70.24    74.45
POL      2005-2009     79.66    71.15    75.40
POL      2010-2014     80.82    72.75    76.81
POL      2015-2019     81.49    73.73    77.63
POL      2020-2023     80.81    73.00    76.88
PRT      1940-1944     52.82    48.25    50.58
PRT      1945-1949     57.69    52.48    55.14
PRT      1950-1954     62.60    57.36    60.06
PRT      1955-1959     64.74    59.33    62.11
PRT      1960-1964     67.10    61.32    64.27
PRT      1965-1969     69.39    63.04    66.26
PRT      1970-1974     71.33    64.93    68.18
PRT      1975-1979     73.66    66.56    70.13
PRT      1980-1984     75.86    68.81    72.36
PRT      1985-1989     77.42    70.38    73.93
PRT      1990-1994     78.39    71.15    74.77
PRT      1995-1999     79.52    72.22    75.88
PRT      2000-2004     80.90    73.98    77.47
PRT      2005-2009     82.50    75.84    79.23
PRT      2010-2014     83.76    77.46    80.69
PRT      2015-2019     84.47    78.51    81.58
PRT      2020-2023     84.48    78.75    81.68
RUS      1960-1964     72.69    64.03    69.04
RUS      1965-1969     73.43    63.87    69.28
RUS      1970-1974     73.63    63.19    68.96
RUS      1975-1979     73.14    61.95    67.95
RUS      1980-1984     73.23    61.81    67.80
RUS      1985-1989     74.08    64.21    69.45
RUS      1990-1994     72.99    60.87    66.86
RUS      1995-1999     72.47    59.88    65.97
RUS      2000-2004     72.10    58.79    65.10
RUS      2005-2009     73.73    61.05    67.22
RUS      2010-2014     75.80    64.37    70.10
SVK      1950-1954     65.56    61.82    63.71
SVK      1955-1959     70.49    66.25    68.39
SVK      1960-1964     72.97    68.28    70.63
SVK      1965-1969     73.23    67.57    70.37
SVK      1970-1974     73.43    66.76    70.02
SVK      1975-1979     74.19    66.91    70.46
SVK      1980-1984     74.63    66.75    70.58
SVK      1985-1989     75.09    66.97    70.93
SVK      1990-1994     75.80    67.25    71.45
SVK      1995-1999     76.70    68.59    72.63
SVK      2000-2004     77.69    69.68    73.70
SVK      2005-2009     78.52    70.68    74.63
SVK      2010-2014     79.79    72.53    76.22
SVK      2015-2019     80.57    73.74    77.21
SVN      1983-1984     75.08    67.00    71.09
SVN      1985-1989     76.44    68.38    72.49
SVN      1990-1994     77.57    69.60    73.67
SVN      1995-1999     78.89    71.16    75.12
SVN      2000-2004     80.29    72.60    76.52
SVN      2005-2009     81.77    74.82    78.36
SVN      2010-2014     83.03    76.96    80.06
SVN      2015-2019     83.83    78.08    80.99
SWE      1751-1754     39.24    36.15    37.72
SWE      1755-1759     36.86    33.95    35.42
SWE      1760-1764     36.56    33.69    35.15
SWE      1765-1769     37.88    34.85    36.37
SWE      1770-1774     31.29    28.72    30.00
SWE      1775-1779     38.13    36.00    37.07
SWE      1780-1784     37.74    34.71    36.22
SWE      1785-1789     37.65    33.87    35.74
SWE      1790-1794     39.74    36.84    38.29
SWE      1795-1799     40.74    37.74    39.24
SWE      1800-1804     39.14    36.27    37.70
SWE      1805-1809     35.67    32.42    34.03
SWE      1810-1814     37.03    33.51    35.26
SWE      1815-1819     41.52    38.13    39.83
SWE      1820-1824     44.14    40.34    42.24
SWE      1825-1829     43.08    38.48    40.75
SWE      1830-1834     42.50    38.17    40.31
SWE      1835-1839     44.30    40.07    42.17
SWE      1840-1844     46.02    41.49    43.74
SWE      1845-1849     45.61    41.38    43.48
SWE      1850-1854     45.05    40.55    42.77
SWE      1855-1859     42.89    39.23    41.04
SWE      1860-1864     47.34    43.96    45.66
SWE      1865-1869     46.10    42.25    44.16
SWE      1870-1874     49.03    45.37    47.20
SWE      1875-1879     47.77    44.61    46.20
SWE      1880-1884     50.01    46.89    48.46
SWE      1885-1889     52.40    49.65    51.04
SWE      1890-1894     52.29    49.64    50.98
SWE      1895-1899     54.66    51.98    53.33
SWE      1900-1904     55.27    52.70    54.00
SWE      1905-1909     57.66    55.30    56.49
SWE      1910-1914     59.38    56.66    58.03
SWE      1915-1919     57.24    54.46    55.85
SWE      1920-1924     62.29    59.98    61.14
SWE      1925-1929     63.33    61.16    62.25
SWE      1930-1934     64.92    62.86    63.89
SWE      1935-1939     66.49    63.93    65.20
SWE      1940-1944     69.22    66.45    67.82
SWE      1945-1949     71.01    68.52    69.76
SWE      1950-1954     73.14    70.32    71.72
SWE      1955-1959     74.56    71.18    72.85
SWE      1960-1964     75.44    71.48    73.43
SWE      1965-1969     76.42    71.77    74.04
SWE      1970-1974     77.55    72.12    74.76
SWE      1975-1979     78.38    72.34    75.27
SWE      1980-1984     79.39    73.35    76.31
SWE      1985-1989     80.07    74.17    77.08
SWE      1990-1994     80.77    75.33    78.05
SWE      1995-1999     81.71    76.66    79.21
SWE      2000-2004     82.24    77.78    80.05
SWE      2005-2009     83.01    78.90    80.99
SWE      2010-2014     83.69    79.93    81.83
SWE      2015-2019     84.24    80.75    82.51
SWE      2020-2024     84.82    81.41    83.12
TWN      1970-1974     72.20    67.28    69.51
TWN      1975-1979     73.86    68.96    71.16
TWN      1980-1984     74.94    70.04    72.24
TWN      1985-1989     76.11    71.06    73.34
TWN      1990-1994     77.29    71.87    74.33
TWN      1995-1999     78.22    72.47    75.09
TWN      2000-2004     79.83    74.02    76.71
TWN      2005-2009     81.33    75.07    78.00
TWN      2010-2014     82.53    76.26    79.26
TWN      2015-2019     83.36    77.06    80.12
TWN      2020-2023     83.65    77.28    80.40
UKR      1960-1964     74.13    67.63    71.36
UKR      1965-1969     74.74    67.45    71.57
UKR      1970-1974     74.61    66.55    71.04
UKR      1975-1979     74.18    65.21    70.10
UKR      1980-1984     74.23    64.71    69.79
UKR      1985-1989     74.78    66.28    70.83
UKR      1990-1994     73.89    63.87    68.98
UKR      1995-1999     73.16    62.11    67.58
UKR      2000-2004     73.59    62.12    67.75
UKR      2005-2009     73.91    62.39    68.06
UKR      2010-2013     75.80    65.87    70.92
USA      1933-1934     62.55    58.74    60.54
USA      1935-1939     63.76    59.57    61.55
USA      1940-1944     66.75    61.92    64.22
USA      1945-1949     69.51    64.17    66.72
USA      1950-1954     71.68    65.75    68.58
USA      1955-1959     72.97    66.58    69.64
USA      1960-1964     73.58    66.80    70.06
USA      1965-1969     74.14    66.74    70.33
USA      1970-1974     75.18    67.52    71.27
USA      1975-1979     77.03    69.37    73.18
USA      1980-1984     77.92    70.66    74.32
USA      1985-1989     78.34    71.29    74.85
USA      1990-1994     79.00    72.15    75.62
USA      1995-1999     79.29    73.39    76.40
USA      2000-2004     79.66    74.45    77.11
USA      2005-2009     80.49    75.47    78.03
USA      2010-2014     81.16    76.39    78.81
USA      2015-2019     81.27    76.30    78.79
USA      2020-2023     80.20    74.72    77.41
